Drug1_ID,Drug2_ID,Y,Neg samples
DB01193,DB01355,3,DB00712$h
DB01193,DB01275,7,DB01253$h
DB01193,DB01611,0,DB00322$t
DB01193,DB01050,9,DB04841$t
DB01193,DB00458,1,DB01046$t
DB01193,DB05039,29,DB09031$t
DB01193,DB00808,7,DB06725$t
DB01193,DB00328,9,DB06616$t
DB01193,DB01029,7,DB00903$h
DB01193,DB11633,2,DB00903$h
DB01193,DB00753,1,DB00968$t
DB01193,DB00677,13,DB01559$h
DB01193,DB01064,1,DB09285$h
DB01193,DB00883,1,DB01431$h
DB01193,DB01020,1,DB05676$h
DB01193,DB00270,7,DB00564$h
DB01193,DB01009,9,DB00829$t
DB01193,DB00598,17,DB12001$h
DB01193,DB01097,9,DB01219$h
DB01193,DB00528,7,DB01296$t
DB01193,DB01002,1,DB00370$h
DB01193,DB01235,17,DB00394$t
DB01193,DB08918,2,DB00575$h
DB01193,DB13139,29,DB01050$h
DB01193,DB00281,2,DB00977$t
DB01193,DB06725,9,DB01357$h
DB01193,DB00678,7,DB01587$t
DB01193,DB09212,9,DB00741$h
DB01193,DB09280,3,DB04946$h
DB01193,DB01283,9,DB01050$h
DB01193,DB08932,7,DB01296$h
DB01193,DB00772,13,DB00720$t
DB01193,DB00179,9,DB00158$t
DB01193,DB00784,9,DB00973$h
DB01193,DB00358,13,DB01206$h
DB01193,DB00814,9,DB01184$h
DB01193,DB01043,13,DB00379$t
DB01193,DB00933,7,DB01006$t
DB01193,DB04817,9,DB01167$t
DB01193,DB01577,20,DB00695$h
DB01193,DB00703,1,DB08868$t
DB01193,DB01403,7,DB00122$h
DB01193,DB00968,7,DB00973$h
DB01193,DB00353,33,DB01364$t
DB01193,DB00422,9,DB04846$t
DB01193,DB00849,3,DB00588$t
DB01193,DB01233,13,DB06595$h
DB01193,DB00264,2,DB06626$t
DB01193,DB00211,13,DB06595$t
DB01193,DB00805,13,DB01235$h
DB01193,DB01171,7,DB00712$t
DB01193,DB09282,7,DB06691$t
DB01193,DB00295,1,DB00751$h
DB01193,DB00688,9,DB04845$t
DB01193,DB01024,9,DB00278$t
DB01193,DB00486,1,DB09053$t
DB01193,DB00461,9,DB00222$h
DB01193,DB00788,9,DB01274$t
DB01193,DB04861,7,DB01394$h
DB01193,DB01149,2,DB11148$t
DB01193,DB01400,13,DB00835$h
DB01193,DB00622,7,DB00950$h
DB06736,DB13783,1,DB00182$h
DB06736,DB01418,11,DB01223$t
DB06736,DB00945,1,DB09198$h
DB06736,DB00240,1,DB06210$t
DB06736,DB09026,9,DB00990$t
DB06736,DB00866,9,DB00788$h
DB06736,DB00594,9,DB00834$t
DB06736,DB01118,0,DB01043$t
DB06736,DB06263,19,DB01211$h
DB06736,DB01435,1,DB01227$t
DB06736,DB11901,3,DB00321$t
DB06736,DB06605,11,DB00788$t
DB06736,DB05676,1,DB01195$h
DB06736,DB00673,8,DB00945$t
DB06736,DB00278,11,DB11560$h
DB06736,DB00972,1,DB00400$h
DB06736,DB01014,31,DB00805$h
DB06736,DB00394,1,DB00390$t
DB06736,DB00542,1,DB06689$t
DB06736,DB00436,4,DB01006$h
DB06736,DB00443,1,DB01097$h
DB06736,DB00195,9,DB00537$t
DB06736,DB12364,40,DB00297$h
DB06736,DB00612,9,DB00332$h
DB06736,DB00006,11,DB01395$h
DB06736,DB00963,1,DB00594$h
DB06736,DB01222,1,DB00295$h
DB06736,DB00887,4,DB06701$h
DB06736,DB00796,1,DB00703$t
DB06736,DB01101,0,DB00006$t
DB06736,DB01197,1,DB00356$t
DB06736,DB00564,8,DB01119$h
DB06736,DB00521,9,DB01215$t
DB06736,DB01136,9,DB00490$h
DB06736,DB00482,1,DB01169$h
DB06736,DB04846,9,DB01068$t
DB06736,DB09063,2,DB06702$h
DB06736,DB00608,1,DB06595$h
DB06736,DB00169,0,DB00636$t
DB06736,DB01410,1,DB01217$t
DB06736,DB01013,1,DB01143$h
DB06736,DB00720,1,DB01006$t
DB06736,DB00257,0,DB09078$t
DB06736,DB01380,1,DB01005$h
DB06736,DB05219,0,DB00737$h
DB06736,DB00091,31,DB00703$h
DB06736,DB06695,11,DB04794$h
DB06736,DB08912,3,DB09039$h
DB06736,DB00694,19,DB00952$h
DB06736,DB00035,1,DB00201$t
DB06736,DB01234,1,DB00402$h
DB06736,DB09214,1,DB05239$h
DB06736,DB00586,1,DB00805$h
DB06736,DB00266,11,DB01170$h
DB06736,DB00861,1,DB01094$h
DB06736,DB00390,2,DB01002$t
DB06736,DB00917,4,DB01238$t
DB06736,DB09167,0,DB09195$t
DB06736,DB00997,19,DB11817$h
DB06736,DB01395,30,DB00402$h
DB06736,DB00584,1,DB01628$h
DB06736,DB00467,34,DB00283$t
DB06736,DB00445,19,DB00006$h
DB06736,DB00700,9,DB00996$h
DB06736,DB01240,4,DB05381$t
DB06736,DB00876,1,DB00924$t
DB06736,DB00655,1,DB01171$t
DB06736,DB04574,1,DB01406$h
DB06736,DB00903,4,DB06616$t
DB06736,DB00749,1,DB01176$t
DB06736,DB01628,1,DB01215$h
DB06736,DB00322,0,DB00847$h
DB06736,DB00180,1,DB00476$h
DB06736,DB00591,1,DB09198$h
DB06736,DB00324,1,DB14011$t
DB06736,DB00544,0,DB00146$h
DB06736,DB00712,1,DB00602$t
DB06736,DB08906,1,DB00441$h
DB06736,DB00588,1,DB00459$t
DB06736,DB01095,0,DB01135$t
DB06736,DB00176,0,DB01222$h
DB06736,DB00158,4,DB00307$h
DB06736,DB01320,8,DB00276$t
DB06736,DB00695,4,DB00153$t
DB06736,DB01241,0,DB11828$t
DB06736,DB00502,1,DB00333$h
DB06736,DB01275,9,DB00921$t
DB06736,DB00741,1,DB00568$h
DB06736,DB01050,1,DB00471$h
DB06736,DB01177,19,DB00822$t
DB06736,DB00808,4,DB00700$h
DB06736,DB00328,1,DB06701$t
DB06736,DB01029,0,DB00564$t
DB06736,DB01026,0,DB05541$t
DB06736,DB01009,1,DB00997$h
DB06736,DB00598,9,DB06716$t
DB06736,DB01097,0,DB00542$h
DB06736,DB01137,34,DB00648$t
DB06736,DB09198,0,DB01233$h
DB06736,DB06725,1,DB05239$h
DB06736,DB00678,0,DB00668$h
DB06736,DB00227,0,DB01577$t
DB06736,DB09212,1,DB08918$t
DB06736,DB01046,4,DB09026$t
DB06736,DB09280,3,DB00628$h
DB06736,DB01283,1,DB09229$h
DB06736,DB00179,1,DB08918$t
DB06736,DB00784,1,DB06772$h
DB06736,DB00814,1,DB00604$h
DB06736,DB04817,1,DB00248$t
DB06736,DB00563,2,DB00321$t
DB06736,DB00959,1,DB01558$h
DB06736,DB00264,9,DB00934$t
DB06736,DB06595,0,DB00602$h
DB06736,DB00834,2,DB12267$t
DB06736,DB00764,1,DB06637$h
DB06736,DB09285,1,DB04953$t
DB06736,DB00688,1,DB04846$h
DB06736,DB01024,1,DB00849$h
DB06736,DB00461,1,DB00903$h
DB06736,DB00788,1,DB00195$h
DB06736,DB04861,9,DB00515$h
DB06736,DB00622,0,DB00470$t
DB13783,DB01418,40,DB01101$t
DB13783,DB00819,4,DB08868$h
DB13783,DB00945,1,DB00358$t
DB13783,DB00240,1,DB01235$h
DB13783,DB09026,4,DB00849$h
DB13783,DB00866,4,DB00703$h
DB13783,DB06403,4,DB00317$h
DB13783,DB00594,4,DB01143$t
DB13783,DB00381,4,DB01296$h
DB13783,DB06263,19,DB01296$t
DB13783,DB01435,1,DB00122$t
DB13783,DB06605,40,DB01197$h
DB13783,DB05676,1,DB01217$h
DB13783,DB01274,4,DB00254$h
DB13783,DB00278,40,DB00499$h
DB13783,DB00972,1,DB05351$t
DB13783,DB01014,1,DB01241$h
DB13783,DB01408,4,DB00949$t
DB13783,DB00394,1,DB00997$t
DB13783,DB00542,4,DB11181$h
DB13783,DB00436,4,DB08899$h
DB13783,DB01244,4,DB06230$t
DB13783,DB00443,1,DB00924$h
DB13783,DB00195,4,DB09285$t
DB13783,DB12364,40,DB06237$h
DB13783,DB00612,4,DB00115$t
DB13783,DB00006,40,DB01408$h
DB13783,DB00559,4,DB05381$t
DB13783,DB00484,4,DB00170$t
DB13783,DB00963,1,DB00327$h
DB13783,DB01222,1,DB00204$t
DB13783,DB00887,4,DB01009$h
DB13783,DB00796,4,DB01228$h
DB13783,DB01197,4,DB00248$h
DB13783,DB00411,4,DB08865$t
DB13783,DB00521,4,DB00389$t
DB13783,DB01136,4,DB00459$h
DB13783,DB00482,1,DB00602$h
DB13783,DB04846,4,DB01171$h
DB13783,DB00608,1,DB00731$h
DB13783,DB00122,4,DB06689$t
DB13783,DB14006,4,DB04871$h
DB13783,DB01410,1,DB01576$h
DB13783,DB01407,4,DB01234$t
DB13783,DB01013,1,DB00563$t
DB13783,DB00720,1,DB00437$h
DB13783,DB00575,4,DB00915$t
DB13783,DB00872,4,DB09224$h
DB13783,DB01380,1,DB00751$h
DB13783,DB06695,40,DB01117$h
DB13783,DB00694,19,DB00414$t
DB13783,DB04840,4,DB00290$t
DB13783,DB00035,1,DB00559$h
DB13783,DB01234,1,DB00130$t
DB13783,DB09214,1,DB01143$t
DB13783,DB01119,4,DB13783$t
DB13783,DB00586,1,DB00845$h
DB13783,DB00266,40,DB00608$t
DB13783,DB00861,2,DB01213$t
DB13783,DB00390,2,DB00484$h
DB13783,DB00343,4,DB08868$h
DB13783,DB00917,4,DB00674$t
DB13783,DB00869,4,DB09116$t
DB13783,DB00590,4,DB06605$t
DB13783,DB00997,19,DB00400$h
DB13783,DB01395,4,DB00322$h
DB13783,DB06262,4,DB00254$t
DB13783,DB09235,4,DB00898$h
DB13783,DB00584,4,DB01396$h
DB13783,DB00467,34,DB01094$t
DB13783,DB00668,4,DB00297$h
DB13783,DB00445,19,DB00451$h
DB13783,DB00700,4,DB01238$h
DB13783,DB01240,4,DB00814$t
DB13783,DB00876,4,DB00356$t
DB13783,DB00655,1,DB01005$t
DB13783,DB04574,1,DB01590$h
DB13783,DB00903,4,DB01142$t
DB13783,DB00749,1,DB01142$t
DB13783,DB01628,1,DB00598$h
DB13783,DB01023,4,DB01075$h
DB13783,DB00180,1,DB01248$h
DB13783,DB00591,1,DB08868$h
DB13783,DB00324,1,DB00967$h
DB13783,DB00712,1,DB00472$t
DB13783,DB08906,1,DB00332$h
DB13783,DB00588,1,DB00889$h
DB13783,DB00158,4,DB00882$h
DB13783,DB00983,4,DB09198$t
DB13783,DB00695,58,DB00294$t
DB13783,DB00629,4,DB11827$h
DB13783,DB01170,4,DB00451$t
DB13783,DB01018,4,DB09212$t
DB13783,DB00502,1,DB00847$h
DB13783,DB01275,4,DB01144$h
DB13783,DB00741,1,DB00841$t
DB13783,DB01050,1,DB05246$t
DB13783,DB01177,19,DB06702$t
DB13783,DB00808,4,DB00773$h
DB13783,DB00328,1,DB00395$t
DB13783,DB01029,4,DB00544$t
DB13783,DB01064,4,DB00563$t
DB13783,DB00270,4,DB00207$t
