Drug1_ID,Drug2_ID,Y,Neg samples
DB01156,DB00490,0,DB00677$t
DB01114,DB01167,0,DB00849$h
DB00322,DB00448,0,DB00262$t
DB01118,DB11560,0,DB00672$h
DB01101,DB01357,0,DB01410$h
DB01195,DB06595,0,DB01118$t
DB01211,DB00869,0,DB00521$t
DB05219,DB05381,0,DB00869$h
DB04855,DB00379,0,DB00924$t
DB00215,DB00343,0,DB01005$h
DB00169,DB00736,0,DB01241$h
DB01242,DB09167,0,DB01238$t
DB01211,DB08906,0,DB00763$h
DB00907,DB01159,0,DB00683$h
DB04871,DB08893,0,DB06777$t
DB00696,DB06595,0,DB00683$h
DB00283,DB00924,0,DB03756$h
DB00496,DB00422,0,DB00439$t
DB01120,DB00678,0,DB00959$t
DB00590,DB01026,0,DB00996$h
DB00363,DB00514,0,DB08882$h
DB05351,DB00254,0,DB00482$t
DB00482,DB01221,0,DB01576$h
DB00628,DB00320,0,DB00542$h
DB01114,DB00502,0,DB01176$t
DB03756,DB09167,0,DB01611$h
DB00482,DB01075,0,DB00749$t
DB00748,DB00446,0,DB13874$h
DB00748,DB00678,0,DB00537$h
DB04855,DB05381,0,DB09063$t
DB00544,DB01016,0,DB01429$t
DB00289,DB01248,0,DB00445$h
DB08907,DB01167,0,DB00242$t
DB00343,DB00324,0,DB06736$t
DB00201,DB04574,0,DB00804$t
