Drug1_ID,Drug2_ID,Y,Neg samples
DB00452,DB01150,1,DB04924$h
DB00384,DB00652,1,DB00604$t
DB00790,DB00814,1,DB00210$t
DB00311,DB00497,1,DB00782$t
DB00220,DB01320,1,DB00355$t
DB00741,DB04876,1,DB01212$h
DB01229,DB08895,1,DB08819$t
DB00209,DB04924,1,DB06213$h
DB00410,DB09268,1,DB01035$t
DB01009,DB09026,1,DB01408$t
DB00188,DB00736,1,DB00264$h
DB01600,DB01609,1,DB06176$h
DB00714,DB00834,1,DB01247$t
DB00363,DB01238,1,DB00891$t
DB00682,DB04855,1,DB09295$h
DB01120,DB01601,1,DB00689$t
DB00820,DB00932,1,DB04876$t
DB00368,DB01274,1,DB09059$t
DB00503,DB00938,1,DB09143$h
DB00554,DB03619,1,DB01214$t
DB00181,DB09118,1,DB00984$h
DB01041,DB06282,1,DB04868$t
DB00177,DB00876,1,DB00999$h
DB00486,DB00593,1,DB00282$t
DB00300,DB00573,1,DB00317$h
DB00220,DB06218,1,DB06211$h
DB09272,DB09300,1,DB01595$t
DB00573,DB00974,1,DB04953$h
DB00559,DB09071,1,DB06781$t
DB00524,DB00776,1,DB00889$t
DB00736,DB04868,1,DB00296$t
DB01247,DB09272,1,DB08819$h
DB00909,DB02703,1,DB02659$h
DB00997,DB09118,1,DB01214$h
DB00557,DB00956,1,DB00254$t
DB01033,DB01656,1,DB00742$h
DB00035,DB00741,1,DB08992$h
DB00311,DB00611,1,DB01589$h
DB00872,DB01072,1,DB01172$t
DB01254,DB08912,1,DB08901$h
DB01609,DB04938,1,DB00775$h
DB00231,DB00333,1,DB03619$t
DB00252,DB01264,1,DB04831$h
DB00541,DB00564,1,DB00611$h
DB00220,DB00361,1,DB00851$h
DB00277,DB01178,1,DB00346$h
DB00252,DB09071,1,DB01224$h
DB01172,DB01604,1,DB08880$h
DB00541,DB09118,1,DB01236$t
DB00285,DB04842,1,DB06626$t
DB00946,DB06441,1,DB00814$h
DB01590,DB09102,1,DB00596$h
DB01126,DB01264,1,DB01331$t
DB00635,DB00956,1,DB09026$h
DB00398,DB09065,1,DB06802$h
DB00867,DB00945,1,DB01394$t
DB00796,DB00806,1,DB00261$t
DB00399,DB00798,1,DB00437$t
DB00177,DB00862,1,DB00376$t
DB00916,DB01418,1,DB01147$t
DB00181,DB00611,1,DB00652$h
DB00328,DB00452,1,DB00704$h
DB00794,DB01203,1,DB00146$t
DB00224,DB00897,1,DB00976$t
DB00549,DB09063,1,DB00643$h
DB00295,DB01203,1,DB01117$h
DB00252,DB00564,1,DB00990$h
DB00946,DB01600,1,DB04868$h
DB00497,DB09042,1,DB00754$h
DB00864,DB01016,1,DB01329$t
DB00186,DB00268,1,DB00935$t
DB01129,DB06695,1,DB00873$h
DB00541,DB01234,1,DB00273$t
DB00687,DB01208,1,DB06144$t
DB00610,DB00983,1,DB01413$t
DB00784,DB00955,1,DB00678$h
DB06684,DB09065,1,DB07615$h
DB01029,DB01392,1,DB00903$t
DB00502,DB09073,1,DB00173$t
DB00794,DB01197,1,DB00203$h
DB00363,DB00414,1,DB00440$h
DB00684,DB00887,1,DB01101$t
DB00248,DB06707,1,DB09073$t
DB00559,DB01241,1,DB01595$h
DB00794,DB06212,1,DB01048$t
DB00598,DB06707,1,DB00276$h
DB00714,DB00904,1,DB00881$h
DB00974,DB06209,1,DB00612$t
DB01016,DB01119,1,DB00671$h
DB04868,DB09073,1,DB00642$t
DB00916,DB04339,1,DB01041$h
DB00598,DB00794,1,DB00267$h
DB04845,DB09063,1,DB00297$t
DB00794,DB08901,1,DB00287$t
DB00266,DB01241,1,DB09078$h
DB00320,DB00409,1,DB01088$t
DB00604,DB09054,1,DB01235$t
DB06288,DB09042,1,DB08934$t
DB00794,DB00903,1,DB00952$h
DB00450,DB09128,1,DB00456$t
DB00332,DB00782,1,DB01165$t
DB00333,DB00413,1,DB00169$h
DB00300,DB00784,1,DB01036$t
DB00220,DB00499,1,DB01004$t
DB01178,DB09097,1,DB09135$t
DB00246,DB00834,1,DB00595$h
DB00980,DB05521,1,DB00776$t
DB00732,DB00908,1,DB08947$t
DB00304,DB03880,1,DB01181$h
DB00281,DB01210,1,DB01320$t
DB01600,DB08794,1,DB02659$t
DB01253,DB09118,1,DB01062$t
DB00322,DB00682,1,DB09282$h
DB00440,DB00542,1,DB00288$h
DB00625,DB06414,1,DB00722$t
DB00820,DB01197,1,DB01291$h
DB00104,DB01018,1,DB01408$t
DB00188,DB01087,1,DB01326$h
DB08873,DB09073,1,DB00560$t
DB00976,DB01590,1,DB01059$h
DB01232,DB01268,1,DB01229$h
DB09053,DB09118,1,DB00470$t
DB00195,DB09220,1,DB00610$h
DB00268,DB00537,1,DB05351$h
DB00906,DB08912,1,DB06210$h
DB00178,DB00862,1,DB00963$t
DB00615,DB09063,1,DB01138$h
DB01264,DB06772,1,DB02300$t
DB00475,DB09272,1,DB00843$t
DB00806,DB00999,1,DB00756$h
DB01076,DB01609,1,DB00297$h
DB00334,DB00486,1,DB00774$t
DB06717,DB09049,1,DB00404$h
DB00977,DB08794,1,DB00760$t
DB00749,DB01609,1,DB00415$t
DB00586,DB00798,1,DB00218$h
DB00872,DB01100,1,DB00691$t
DB00224,DB01215,1,DB09060$h
DB00465,DB00687,1,DB00730$h
DB00662,DB08897,1,DB06290$h
DB00512,DB08976,1,DB00304$h
DB01206,DB01238,1,DB04918$t
DB00790,DB00945,1,DB00169$h
DB00328,DB01208,1,DB06800$h
DB00956,DB09119,1,DB00973$t
DB00196,DB06702,1,DB09079$t
DB00343,DB04908,1,DB06594$h
DB00337,DB06772,1,DB08976$t
DB00682,DB00713,1,DB00742$t
DB00502,DB01009,1,DB00595$t
DB00919,DB00991,1,DB01250$t
DB00436,DB01232,1,DB06403$t
DB01203,DB01235,1,DB00169$h
DB00328,DB00700,1,DB08903$h
DB00684,DB00766,1,DB09286$h
DB01111,DB01172,1,DB01196$h
DB00976,DB09049,1,DB08819$t
DB00277,DB00983,1,DB01206$t
DB00450,DB01192,1,DB00335$t
DB01211,DB08873,1,DB00263$t
DB06290,DB09054,1,DB00628$t
DB00294,DB09280,1,DB03615$h
DB02703,DB06626,1,DB00308$t
DB00872,DB06684,1,DB05812$t
DB01238,DB08816,1,DB01224$h
DB00436,DB09214,1,DB00146$h
DB00705,DB06414,1,DB00240$t
DB00368,DB00388,1,DB08893$h
DB00268,DB01621,1,DB06789$t
DB00682,DB02546,1,DB00297$t
DB00980,DB01045,1,DB00948$t
DB00884,DB03615,1,DB00730$h
DB00196,DB00530,1,DB00547$t
DB00346,DB00519,1,DB09183$h
DB00318,DB00421,1,DB01410$t
DB00559,DB00628,1,DB00728$h
DB00263,DB00682,1,DB01066$t
DB00549,DB00682,1,DB01002$h
DB00246,DB01251,1,DB01214$h
DB01232,DB06605,1,DB01294$t
DB00214,DB00452,1,DB00876$t
DB00872,DB00909,1,DB08860$t
DB00996,DB01017,1,DB08931$h
DB00285,DB00767,1,DB00207$t
DB00387,DB09271,1,DB09288$h
DB00196,DB05521,1,DB00991$h
DB00615,DB00976,1,DB01393$h
DB00412,DB01609,1,DB00271$t
DB01320,DB01558,1,DB01002$t
DB00881,DB01143,1,DB06282$t
DB00396,DB06589,1,DB01256$h
DB00862,DB01359,1,DB09063$h
DB00479,DB01111,1,DB00332$t
DB00969,DB09054,1,DB00665$t
DB00391,DB04946,1,DB00388$t
DB00343,DB01392,1,DB01064$h
DB00327,DB06201,1,DB06414$h
DB00651,DB01558,1,DB01294$h
DB08820,DB09063,1,DB01392$t
DB00252,DB01072,1,DB03615$t
DB01193,DB01235,1,DB09027$h
DB01220,DB05812,1,DB01005$t
DB00615,DB09128,1,DB02703$t
DB00497,DB00611,1,DB00776$t
DB01073,DB01656,1,DB00205$h
DB04272,DB09079,1,DB00246$t
DB00374,DB09477,1,DB09295$h
DB00717,DB04908,1,DB00630$h
DB00333,DB00673,1,DB00501$h
DB00762,DB06589,1,DB01212$t
DB00264,DB08896,1,DB00521$t
DB01219,DB01254,1,DB01166$t
DB00220,DB09071,1,DB01067$t
DB00588,DB09271,1,DB00291$h
DB00282,DB00814,1,DB00318$h
DB00374,DB00571,1,DB00988$h
DB00559,DB08895,1,DB00642$t
DB01017,DB01072,1,DB00163$h
DB00641,DB06210,1,DB01327$t
DB00910,DB09065,1,DB01392$t
DB00413,DB00555,1,DB01060$h
DB01268,DB01656,1,DB00686$h
DB00334,DB01120,1,DB00130$t
DB01059,DB09268,1,DB00451$t
DB01238,DB09118,1,DB00211$h
DB00187,DB00633,1,DB01099$h
DB00834,DB08895,1,DB00590$h
DB00625,DB00682,1,DB04844$h
DB00628,DB00898,1,DB04574$h
DB01233,DB01247,1,DB00218$h
DB00860,DB00912,1,DB00950$h
DB00206,DB06700,1,DB00948$t
DB00669,DB01100,1,DB00891$t
DB00814,DB09063,1,DB01207$h
DB00199,DB00862,1,DB00684$t
DB00564,DB06414,1,DB09256$t
DB00204,DB00384,1,DB08877$t
DB00903,DB00945,1,DB00259$h
DB00450,DB00660,1,DB01061$t
DB01263,DB08864,1,DB00987$h
DB00334,DB01560,1,DB00774$t
DB00374,DB00945,1,DB00630$t
DB05246,DB05271,1,DB00503$t
DB06626,DB06717,1,DB00619$h
DB00651,DB00983,1,DB01195$h
DB00327,DB05271,1,DB09075$h
DB00619,DB09065,1,DB00880$h
DB00563,DB00607,1,DB01177$t
DB00035,DB00861,1,DB09079$h
DB00136,DB08912,1,DB00287$t
DB01126,DB08873,1,DB09063$h
DB00601,DB00938,1,DB09279$t
DB00862,DB09063,1,DB00681$t
DB00728,DB01082,1,DB00324$t
DB01234,DB01319,1,DB00673$h
DB00582,DB08877,1,DB01112$t
DB00193,DB00850,1,DB01427$t
DB00188,DB08880,1,DB01208$t
DB00177,DB00633,1,DB09280$t
DB00222,DB09214,1,DB00692$t
DB00673,DB05109,1,DB04339$h
DB00796,DB00820,1,DB09227$t
DB01264,DB09102,1,DB01764$h
DB00440,DB08912,1,DB09080$h
DB00557,DB00625,1,DB04908$h
DB00374,DB09075,1,DB00104$h
DB01254,DB06237,1,DB00350$h
DB00104,DB09063,1,DB01130$t
DB00246,DB00486,1,DB01288$t
DB00310,DB00327,1,DB00319$t
DB00563,DB00784,1,DB00769$h
DB00252,DB00413,1,DB00300$t
DB00983,DB00988,1,DB00635$h
DB01600,DB04865,1,DB00338$t
DB04844,DB05271,1,DB01053$h
DB05521,DB06335,1,DB00853$t
DB00880,DB00898,1,DB00287$h
DB00246,DB08907,1,DB00871$t
DB01053,DB01172,1,DB00651$t
DB00295,DB09290,1,DB09039$t
DB00390,DB06414,1,DB00496$h
DB00273,DB11315,1,DB00443$t
DB00745,DB01211,1,DB01708$t
DB00688,DB01602,1,DB00498$t
DB00794,DB05271,1,DB00986$h
DB00682,DB00689,1,DB01611$h
DB04938,DB09054,1,DB00273$h
DB00601,DB06288,1,DB00335$t
DB00180,DB00880,1,DB08930$t
DB00933,DB06700,1,DB00696$t
DB00280,DB00414,1,DB00244$h
DB01222,DB01609,1,DB00960$t
DB00177,DB00316,1,DB06802$t
DB00220,DB09049,1,DB00896$t
DB01212,DB03615,1,DB00668$t
DB00035,DB00682,1,DB01143$h
DB00762,DB08820,1,DB00571$t
DB00414,DB00741,1,DB06605$t
DB00266,DB01399,1,DB08934$t
DB00413,DB04953,1,DB09078$t
DB01018,DB01254,1,DB01204$h
DB04844,DB05812,1,DB00728$h
DB00199,DB09079,1,DB00263$h
DB01143,DB08822,1,DB01416$t
DB01253,DB01263,1,DB08941$h
DB00714,DB01156,1,DB00333$t
DB00552,DB01097,1,DB00717$t
DB01558,DB05271,1,DB04272$h
DB00280,DB00559,1,DB00232$t
DB00356,DB00450,1,DB00498$h
DB00181,DB00349,1,DB00121$h
DB00374,DB00489,1,DB00302$h
DB00222,DB00999,1,DB00300$h
DB00254,DB00607,1,DB00871$h
DB00945,DB09030,1,DB00889$h
DB06207,DB09054,1,DB00633$h
DB00199,DB00559,1,DB11256$h
DB01119,DB06335,1,DB09274$h
DB01221,DB09280,1,DB01602$t
DB00794,DB01214,1,DB00351$h
DB00374,DB00586,1,DB01265$t
DB00206,DB01220,1,DB01219$h
DB00252,DB06772,1,DB00150$t
DB00444,DB01097,1,DB00471$h
DB00452,DB00493,1,DB00222$h
DB00436,DB00854,1,DB01274$h
DB00470,DB01319,1,DB01013$h
DB00862,DB01023,1,DB04868$h
DB00757,DB00834,1,DB01582$t
DB00252,DB01171,1,DB00839$t
DB00460,DB00999,1,DB00760$h
DB00316,DB01407,1,DB00584$t
DB00343,DB01624,1,DB01319$t
DB00451,DB09210,1,DB00782$t
DB00244,DB01129,1,DB00319$h
DB00441,DB01656,1,DB00671$t
DB00498,DB00554,1,DB00367$t
DB00193,DB01264,1,DB00855$h
DB00747,DB06201,1,DB00136$h
DB00678,DB01235,1,DB05239$h
DB00412,DB01241,1,DB04837$h
DB08873,DB09123,1,DB00532$h
DB00328,DB00955,1,DB00898$t
DB00696,DB06288,1,DB04845$t
DB00186,DB01202,1,DB00396$h
DB00444,DB09073,1,DB00837$h
DB00243,DB01254,1,DB08875$t
DB00681,DB01082,1,DB09059$h
DB00334,DB09042,1,DB00341$t
DB00908,DB00997,1,DB00284$h
DB01045,DB08881,1,DB00285$t
DB00501,DB01101,1,DB06637$h
DB01097,DB06589,1,DB01046$t
DB00414,DB04839,1,DB00961$h
DB01016,DB01045,1,DB05109$h
DB05812,DB09118,1,DB00759$t
DB00335,DB01119,1,DB00686$h
DB00559,DB00908,1,DB00451$t
DB00315,DB00767,1,DB00254$h
DB00750,DB01438,1,DB08910$t
DB00266,DB00446,1,DB01265$t
DB00268,DB00475,1,DB09300$h
DB00682,DB00736,1,DB01259$t
DB00252,DB01263,1,DB00334$h
DB00745,DB00872,1,DB00619$t
DB00277,DB00841,1,DB06781$t
DB00776,DB00999,1,DB00532$t
DB00035,DB00956,1,DB00314$t
DB00673,DB00921,1,DB00287$h
DB01132,DB01241,1,DB08896$h
DB00557,DB01621,1,DB01392$h
DB00204,DB01211,1,DB06209$h
DB00220,DB01234,1,DB00948$h
DB00409,DB00696,1,DB01437$t
DB00206,DB00248,1,DB00459$t
DB00252,DB01080,1,DB00480$t
DB00862,DB06414,1,DB00671$t
DB00232,DB00295,1,DB00950$t
DB00945,DB01268,1,DB00705$t
DB00440,DB01029,1,DB01610$h
DB00820,DB05521,1,DB00816$t
DB00794,DB09119,1,DB00559$t
DB00374,DB00975,1,DB00230$h
DB01136,DB05812,1,DB09078$h
DB00557,DB01018,1,DB00323$h
DB00238,DB00559,1,DB01440$t
DB01020,DB02703,1,DB06826$h
DB01072,DB01394,1,DB00928$t
DB01009,DB08976,1,DB00570$t
DB00214,DB00732,1,DB00650$h
DB00607,DB00684,1,DB01100$h
DB00774,DB00956,1,DB06700$h
DB00315,DB01178,1,DB06201$h
DB01222,DB09073,1,DB01065$t
DB00468,DB08822,1,DB00448$t
DB00605,DB01275,1,DB00175$h
DB00460,DB08976,1,DB00178$t
DB00482,DB01275,1,DB01177$h
DB00607,DB00682,1,DB00345$h
DB00266,DB00717,1,DB09262$h
DB00361,DB08820,1,DB01046$t
DB06144,DB09097,1,DB00678$t
DB00500,DB00682,1,DB04835$t
DB01072,DB06290,1,DB00230$h
DB00762,DB04868,1,DB00126$t
DB00282,DB00784,1,DB09119$h
DB00968,DB01168,1,DB01137$t
DB06290,DB06789,1,DB00832$h
DB00104,DB01624,1,DB00440$h
DB00126,DB01255,1,DB01501$t
DB00214,DB00492,1,DB01192$h
DB01219,DB08820,1,DB01029$h
DB00349,DB00450,1,DB01369$t
DB00991,DB01207,1,DB00173$t
DB00445,DB00531,1,DB00891$t
DB00231,DB00470,1,DB01023$h
DB00951,DB09256,1,DB01215$h
DB00641,DB06414,1,DB00489$t
DB00912,DB01208,1,DB00197$h
DB00615,DB00635,1,DB04876$h
DB00304,DB01251,1,DB08907$h
DB00310,DB00820,1,DB01407$h
DB00976,DB06684,1,DB08816$h
DB00542,DB00877,1,DB06594$h
DB00333,DB01558,1,DB00267$h
DB02703,DB09082,1,DB01003$t
DB00681,DB01380,1,DB01436$h
DB00252,DB00951,1,DB00205$h
DB00304,DB00374,1,DB01066$t
DB01248,DB02703,1,DB09079$t
DB00163,DB00465,1,DB00361$t
DB01166,DB06290,1,DB06594$h
DB01200,DB09073,1,DB00654$h
DB01041,DB01068,1,DB09320$t
DB00584,DB01021,1,DB09080$h
DB00745,DB09053,1,DB00397$t
DB00163,DB06700,1,DB00993$t
DB00584,DB08907,1,DB00186$h
DB00450,DB04908,1,DB02901$h
DB00601,DB04842,1,DB00833$h
DB00501,DB00706,1,DB00577$t
DB06207,DB09118,1,DB00595$t
DB00310,DB00318,1,DB00297$t
DB00213,DB00220,1,DB00717$t
DB00959,DB01045,1,DB01197$h
DB01210,DB09063,1,DB00339$t
DB06589,DB08895,1,DB00199$t
DB00673,DB00687,1,DB00741$h
DB00470,DB04953,1,DB00779$t
DB00252,DB09128,1,DB00293$h
DB00227,DB08816,1,DB09009$t
DB00391,DB09128,1,DB00243$h
DB00199,DB00414,1,DB01062$h
DB00468,DB00881,1,DB01130$h
DB00627,DB01098,1,DB00291$h
DB00328,DB01207,1,DB00787$t
DB00327,DB01560,1,DB01436$t
DB00554,DB01082,1,DB00346$t
DB06201,DB08910,1,DB09295$t
DB00333,DB00872,1,DB00537$h
DB01016,DB04339,1,DB00775$h
DB01198,DB09065,1,DB06802$t
DB00121,DB00266,1,DB01627$t
DB00318,DB06791,1,DB06781$t
DB00732,DB03615,1,DB01369$h
DB00912,DB01319,1,DB00410$h
DB00220,DB00615,1,DB08947$t
DB00694,DB08895,1,DB00630$h
DB05676,DB08912,1,DB08819$h
DB00503,DB00603,1,DB00404$t
DB00503,DB09075,1,DB00262$h
DB00334,DB01041,1,DB01139$t
DB00180,DB00619,1,DB00163$h
DB00603,DB01120,1,DB00968$h
DB00691,DB00806,1,DB00273$t
DB00749,DB09026,1,DB00429$t
DB01024,DB01165,1,DB01145$t
DB00387,DB00497,1,DB00767$h
DB00193,DB00594,1,DB00417$h
DB00762,DB00794,1,DB01072$h
DB01062,DB08893,1,DB09080$t
DB06212,DB08820,1,DB00975$h
DB00741,DB01656,1,DB04842$h
DB00446,DB04817,1,DB01112$t
DB00206,DB01233,1,DB01095$h
DB00211,DB00598,1,DB02703$h
DB00404,DB00932,1,DB00820$t
DB00582,DB09065,1,DB00723$h
DB00327,DB09290,1,DB08930$t
DB00559,DB00997,1,DB00294$t
DB00363,DB00763,1,DB00332$h
DB00951,DB09274,1,DB00278$h
DB00335,DB04855,1,DB00396$h
DB00338,DB01320,1,DB01328$t
DB01234,DB08816,1,DB00946$t
DB00908,DB09075,1,DB01143$h
DB00851,DB08895,1,DB00904$h
DB00316,DB00816,1,DB00760$t
DB00413,DB09118,1,DB06707$h
DB00246,DB06201,1,DB01136$h
DB00976,DB06176,1,DB04348$h
DB00794,DB09074,1,DB01357$h
DB00530,DB08820,1,DB09102$h
DB00187,DB00794,1,DB00479$h
DB00794,DB04855,1,DB09214$h
DB00163,DB06684,1,DB00741$t
DB00196,DB01184,1,DB00415$h
DB00350,DB01072,1,DB08934$h
DB00619,DB01181,1,DB01139$h
DB00687,DB01264,1,DB01274$h
DB00273,DB00564,1,DB04842$t
DB00181,DB00497,1,DB00468$h
DB00277,DB01357,1,DB09295$t
DB00819,DB06204,1,DB01263$t
DB09030,DB09065,1,DB00244$h
DB00688,DB01053,1,DB09064$h
DB00301,DB00563,1,DB00404$t
DB00328,DB00684,1,DB01229$t
DB00220,DB06636,1,DB01099$t
DB01083,DB09118,1,DB00838$h
DB01045,DB08873,1,DB01235$h
DB01600,DB03615,1,DB01137$h
DB01211,DB08867,1,DB00669$t
DB00951,DB01380,1,DB01298$h
DB00394,DB01609,1,DB01560$h
DB09050,DB09268,1,DB00773$h
DB00227,DB08912,1,DB01253$t
DB00611,DB01017,1,DB00220$t
DB00244,DB00501,1,DB01436$t
DB00759,DB08795,1,DB00187$h
DB00706,DB02703,1,DB00900$t
DB00390,DB08816,1,DB00398$t
DB00706,DB00976,1,DB09030$t
DB00206,DB00521,1,DB00244$h
DB00035,DB00605,1,DB01330$t
DB00169,DB01406,1,DB09280$h
DB00193,DB08912,1,DB01581$t
DB00790,DB01119,1,DB09214$t
DB00216,DB09073,1,DB01249$h
DB00537,DB04908,1,DB08901$h
DB05239,DB09118,1,DB08893$h
DB00968,DB09220,1,DB04910$h
DB01399,DB04272,1,DB06335$t
DB00834,DB06605,1,DB04339$t
DB00559,DB01234,1,DB00891$h
DB01058,DB02703,1,DB00613$h
DB00468,DB00682,1,DB01296$t
DB00814,DB01296,1,DB06176$t
DB05812,DB06589,1,DB01018$h
DB00196,DB00554,1,DB01195$t
DB00213,DB00563,1,DB00378$t
DB01072,DB01263,1,DB00668$h
DB00452,DB01112,1,DB01088$t
DB00243,DB02703,1,DB01215$t
DB01016,DB01251,1,DB01618$t
DB04876,DB04946,1,DB00328$t
DB00297,DB01214,1,DB09288$h
DB01193,DB01614,1,DB00338$t
DB00470,DB01407,1,DB09027$t
DB00687,DB00749,1,DB06700$t
DB00381,DB00956,1,DB09330$t
DB01211,DB08932,1,DB00643$t
DB00224,DB06626,1,DB00300$t
DB00177,DB00887,1,DB09282$h
DB04855,DB08899,1,DB09071$t
DB00136,DB00834,1,DB00350$t
DB01106,DB05271,1,DB00550$h
DB00820,DB00887,1,DB09285$t
DB00214,DB00332,1,DB06288$h
DB00436,DB00611,1,DB09064$t
DB00203,DB05521,1,DB03619$t
DB00222,DB01232,1,DB00787$t
DB00908,DB01238,1,DB00864$h
DB00187,DB00862,1,DB00380$h
DB00186,DB01219,1,DB00596$t
DB00187,DB00280,1,DB00181$t
DB00524,DB00945,1,DB01106$t
DB00263,DB00615,1,DB09300$h
DB00530,DB01045,1,DB00862$h
DB00998,DB04842,1,DB00243$h
DB00214,DB00620,1,DB00723$h
DB00238,DB01156,1,DB06290$h
DB00468,DB00732,1,DB00305$t
DB00555,DB06207,1,DB01156$h
DB00346,DB00373,1,DB06636$t
DB00300,DB00479,1,DB01036$t
DB01045,DB06708,1,DB00196$t
DB01181,DB08899,1,DB01000$t
DB01178,DB01233,1,DB09262$t
DB00277,DB00801,1,DB00695$t
DB00482,DB00955,1,DB09119$h
DB01126,DB09065,1,DB00694$h
DB01238,DB08893,1,DB00259$h
DB00750,DB01087,1,DB00232$h
DB04855,DB09065,1,DB06441$h
DB00227,DB00872,1,DB01198$h
DB00493,DB00682,1,DB01210$t
DB00204,DB01035,1,DB06204$t
DB00281,DB08880,1,DB00773$h
DB00252,DB00565,1,DB01294$t
DB01221,DB06290,1,DB01097$h
DB01004,DB01024,1,DB01249$h
DB01036,DB09290,1,DB01233$t
DB00898,DB01224,1,DB11256$h
DB00213,DB01171,1,DB00254$h
DB00842,DB01392,1,DB00650$t
DB00465,DB00573,1,DB00732$h
DB00104,DB00502,1,DB00480$h
DB00564,DB01041,1,DB00373$t
DB00601,DB01247,1,DB00932$h
DB01609,DB08910,1,DB00695$t
DB01165,DB06769,1,DB00918$t
DB00180,DB06717,1,DB01436$h
DB01219,DB06201,1,DB00444$h
DB00728,DB01035,1,DB00869$h
DB00790,DB01399,1,DB06204$t
DB00710,DB00798,1,DB00320$t
DB00262,DB01656,1,DB00345$t
DB00563,DB00605,1,DB01326$h
DB00196,DB06636,1,DB01393$h
DB00222,DB00436,1,DB01038$t
DB05109,DB08820,1,DB00717$t
DB00285,DB00814,1,DB00771$h
DB00630,DB00684,1,DB05246$t
DB00214,DB06696,1,DB00811$h
DB00819,DB00909,1,DB00747$h
DB01021,DB06410,1,DB00211$t
DB01320,DB09123,1,DB00104$h
DB00177,DB00598,1,DB11181$t
DB00295,DB08897,1,DB00255$h
DB00794,DB08930,1,DB00468$h
DB00358,DB00599,1,DB01603$h
DB01214,DB09063,1,DB00583$t
DB00564,DB01182,1,DB00346$h
DB01275,DB09220,1,DB00573$t
DB00673,DB09143,1,DB01095$t
DB00343,DB06605,1,DB00350$h
DB00388,DB00601,1,DB00932$t
DB00706,DB01211,1,DB00605$t
DB00806,DB01203,1,DB09097$h
DB00968,DB01247,1,DB01394$h
DB00705,DB01609,1,DB00322$h
DB00196,DB01259,1,DB00423$h
DB00214,DB00414,1,DB01181$t
